productCode,productName,endingQty,endingAmount,rowType,excludeFromImport,confidence,sourceSheet,sourceRow
41010082,"HONDA, TOYOTA 2,3,4 BUTTON",127.00,5681.48,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,35
51010010,CREPINA # 25,19.00,184.59,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,36
51010027,CREPINA # 21,390.00,2488.22,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,37
51010041,CREPINA # 18,374.00,1602.05,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,38
51010058,CREPINA # 122,317.00,808.77,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,39
51010065,CREPINA # 116,2715.00,5208.00,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,40
51030031,LUXE TOPLIFT # XL,4632.00,43874.40,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,41
51030041,"LUXE TOPLIFT # M,L",1007.00,8383.14,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,42
51030051,BI-COMPONENT # XL (20),523.00,6171.69,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,43
51030061,"BI-COMPONENT # M,L (16,17)",2681.00,27800.40,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,44
55010016,ATILA HALF SOLE BLACK # H,92.00,3105.49,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,47
55020053,NATURAL SOLE,336.00,13329.66,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,49
55030014,TPU RING HALF SOLE BLACK #3,10.00,447.24,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,50
55030021,TPU DIAMANTINE HALF SOLE #3,1960.00,104754.44,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,51
55040011,TPU DIAMOND HALF SOLE # 3,3613.00,189358.44,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,52
55040021,TPU BELLA HALF SOLE # 3,85.00,4329.77,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,53
55070019,TPU WAVE HALF SOLE # 3,7.00,177.33,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,55
55080011,GALAXY HALF SOLE # F,17.00,445.34,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,56
55990011,CONTI CORSO # D,110.00,9036.71,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,61
61010024,LOGO HEEL # 70,416.00,16440.95,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,62
61040014,"LEATHER HEEL # 00,# 8",542.00,26404.61,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,63
61070059,TPU CHIC MIRROR HEEL #3,54.00,4377.28,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,67
61100011,GALAXY HEEL,408.00,17632.89,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,69
61110011,OCEAN HEEL,779.00,33523.58,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,70
61120011,TPU HEEL BLACK # 2,21.00,884.03,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,71
65010013,LOGO SOLE # 5,1712.00,78829.40,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,72
65030011,TPU LIGHT HALF SOLE # 5,3037.00,106464.75,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,73
65030028,TPU BALLERINA HALE SOLE # 5,1161.00,40571.77,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,74
65050019,TPU MIRROR HALF SOLE # 5,261.00,16977.45,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,75
65100011,VIBRAM LONG SOLE # 45/46,81.00,12450.60,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,77
65120062,PIRA,451.00,5835.00,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,79
65150011,GALAXY HALF SOLE # H,1135.00,50944.52,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,80
65160011,OCEAN HALF SOLE # H,1199.00,49933.47,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,81
65170011,TPU HALF SOLE BLACK # 3,40.00,1726.89,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,82
65180013,STARS HALF SOLE,1200.00,14428.00,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,83
70030037,LEATHER INNERSOLE,21.00,840.00,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,84
80010012,แผ่นรองพื้นรองเท้า,50.00,6790.00,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,85
91010032,เครื่องตัดกุญแจธรรมดา - Delta Semi Auto,3.00,51026.29,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,94
91050038,เครื่องซ่อมรองเท้า-Finisher,1.00,31421.92,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,96
91050045,เครื่องอัดพื้นรองเท้า-Sole Press,2.00,58827.19,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,97
91050120,เครื่องเย็บรองเท้า-Patching Machine,3.00,182977.10,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,99
92020030,PUSHBUTTON LOCK-UNICAN HEAVY DUTY,2.00,41638.82,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,100
92020047,STILE LOCK-UNICAN NARROW WITH DIRVE ASSEMBLY,2.00,13293.92,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,101
92020080,กุญแจลูกบิด Electronic สีนิกเกิ้ลด้าน,1.00,2240.00,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,102
92020090,กุญแจ Deadbolt Electronic สีนิกเกิ้ลด้าน,1.00,2040.00,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,103
92020100,กุญแจดิจิตอลสำหรับกระจกบานเปลือย,1.00,6800.00,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,104
92020110,กุญแจก้านโยก Electronic สีนิกเกิ้ลด้าน,1.00,2560.00,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,105
99999999,ส้นและพื้นรองเท้าไม่มีบาร์โค้ด,18.00,16587.00,PRODUCT,false,HIGH,Stock-2025-ASAD.xlsx/Cost12,107
,ยอดรวมทั้งสิ้น,55086.00,1585382.28,GRAND_TOTAL,true,MEDIUM,Stock-2025-ASAD.xlsx/Cost12,110
1301,ยอดรวมเครื่องจักรและอุปกรณ์,9.00,324252.50,SUBTOTAL,true,HIGH,Stock-2025-ASAD.xlsx/Cost12,113
1302,ยอดรวมลูกกุญแจ,23595.00,269409.19,SUBTOTAL,true,HIGH,Stock-2025-ASAD.xlsx/Cost12,114
1303,ยอดรวมวัสดุรองเท้า,31474.00,923147.86,SUBTOTAL,true,HIGH,Stock-2025-ASAD.xlsx/Cost12,115
1304,ยอดรวมแม่กุญแจ,8.00,68572.74,SUBTOTAL,true,HIGH,Stock-2025-ASAD.xlsx/Cost12,116
,ยอดรวมทั้งสิ้น,55086.00,1585382.29,GRAND_TOTAL,true,MEDIUM,Stock-2025-ASAD.xlsx/Cost12,120
